"variable","X1"
"JobLevel",0
"YearsAtCompany",-0.0598605341607257
"X.Intercept.",-1.63682475717511
"X.Intercept..1",0
"JobLevel",0
"YearsSinceLastPromotion",-0.0048353995281268
"X.Intercept.",-1.20045007113752
"X.Intercept..1",0
"JobLevel",0
"YearsWithCurrManager",-0.120114009051711
"X.Intercept.",-1.17510930394282
"X.Intercept..1",0
"JobLevel",0
"EnvironmentSatisfaction",-0.177082201415091
"X.Intercept.",-1.28508019693141
"X.Intercept..1",0
"JobLevel",0
"JobSatisfaction",-0.135141009735171
"X.Intercept.",-1.20472087492395
"X.Intercept..1",0
"JobLevel",0
"WorkLifeBalance",-0.162437036767202
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"JobLevel",0
"JobInvolvement",0
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"JobLevel",0
"PerformanceRating",0
"X.Intercept.",-4.33346845313501
"X.Intercept..1",0
"JobLevel",0
"Avg_Daily_Hours",0.339485674540495
"X.Intercept.",-4.18257640104928
"X.Intercept..1",0
"JobLevel",0
"Avg_Weekly_Hours",0.0704532633287917
"X.Intercept.",-1.54580512679582
"X.Intercept..1",0
"JobLevel",0
"Days_off",-0.00804072716189722
"X.Intercept.",-1.92166464979712
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.138582147139143
"JobRoleManufacturing.Director",-0.192976481355113
"JobRoleResearch.Director",0.0348524355680632
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.790782096490719
"X.Intercept.",-1.6273595914397
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0847212390706083
"JobRoleManufacturing.Director",-0.215426053024893
"JobRoleResearch.Director",0.104209795578294
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"MonthlyIncome",0
"X.Intercept.",-1.62793875017136
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0847477249507109
"JobRoleManufacturing.Director",-0.215460914131659
"JobRoleResearch.Director",0.104247267355063
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"NumCompaniesWorked",0.000214903908150959
"X.Intercept.",-1.71861724410189
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0847493346625066
"JobRoleManufacturing.Director",-0.214197644057922
"JobRoleResearch.Director",0.104686245476639
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"PercentSalaryHike",0.00598614743610944
"X.Intercept.",-1.6273595914397
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0847212390706083
"JobRoleManufacturing.Director",-0.215426053024893
"JobRoleResearch.Director",0.104209795578294
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"StockOptionLevel",0
"X.Intercept.",-0.939198734387656
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0719692196070189
"JobRoleManufacturing.Director",-0.237994565945858
"JobRoleResearch.Director",0.110599916973853
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"TotalWorkingYears",-0.0683718831509248
"X.Intercept.",-1.49126608479694
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.084297801315524
"JobRoleManufacturing.Director",-0.221230543905025
"JobRoleResearch.Director",0.112190896202198
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"TrainingTimesLastYear",-0.0490338535610561
"X.Intercept.",-1.24259514509029
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0937093751644816
"JobRoleManufacturing.Director",-0.225431100744801
"JobRoleResearch.Director",0.10113661347169
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"YearsAtCompany",-0.0601102754675468
"X.Intercept.",-1.61776845725748
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0839697395150552
"JobRoleManufacturing.Director",-0.214965183917478
"JobRoleResearch.Director",0.102953377791617
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"YearsSinceLastPromotion",-0.00440058771578415
"X.Intercept.",-1.16442834959919
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.173336613365553
"JobRoleManufacturing.Director",-0.258173962059152
"JobRoleResearch.Director",0.0598636747173208
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"YearsWithCurrManager",-0.121225747645105
"X.Intercept.",-1.15464634795462
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0731620947132153
"JobRoleManufacturing.Director",-0.22110665780477
"JobRoleResearch.Director",0.108253491655852
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"EnvironmentSatisfaction",-0.177384610797957
"X.Intercept.",-1.26609520095136
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0927462166630375
"JobRoleManufacturing.Director",-0.206378284117655
"JobRoleResearch.Director",0.124108232397557
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"JobSatisfaction",-0.135258776666979
"X.Intercept.",-1.17956159527389
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0639977363634044
"JobRoleManufacturing.Director",-0.223076145858206
"JobRoleResearch.Director",0.122589036957801
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"WorkLifeBalance",-0.164874614401581
"X.Intercept.",-1.6273595914397
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0847212390706083
"JobRoleManufacturing.Director",-0.215426053024893
"JobRoleResearch.Director",0.104209795578294
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"JobInvolvement",0
"X.Intercept.",-1.6273595914397
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0847212390706083
"JobRoleManufacturing.Director",-0.215426053024893
"JobRoleResearch.Director",0.104209795578294
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"PerformanceRating",0
"X.Intercept.",-4.3267389968617
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0567009655660658
"JobRoleManufacturing.Director",-0.188832611501338
"JobRoleResearch.Director",0.190186052310759
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"Avg_Daily_Hours",0.340069063061239
"X.Intercept.",-4.17481686674695
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0550867872567526
"JobRoleManufacturing.Director",-0.195910359188914
"JobRoleResearch.Director",0.182003663880662
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"Avg_Weekly_Hours",0.0705798635215631
"X.Intercept.",-1.52360509176867
"X.Intercept..1",0
"JobRoleHuman.Resources",0
"JobRoleLaboratory.Technician",0
"JobRoleManager",-0.0844769257468935
"JobRoleManufacturing.Director",-0.218400561047384
"JobRoleResearch.Director",0.100959789838477
"JobRoleResearch.Scientist",0
"JobRoleSales.Executive",0
"JobRoleSales.Representative",0
"Days_off",-0.00817834654054072
"X.Intercept.",-1.94689820071184
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.791769772186992
"MonthlyIncome",0
"X.Intercept.",-1.95214428801703
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.791928675366321
"NumCompaniesWorked",0.00191430243313691
"X.Intercept.",-2.02163324624217
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.79127764088752
"PercentSalaryHike",0.00492192530865986
"X.Intercept.",-1.94689820071184
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.791769772186992
"StockOptionLevel",0
"X.Intercept.",-1.28115421910924
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.729402141995824
"TotalWorkingYears",-0.0637363667495434
"X.Intercept.",-1.79920046407865
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.795088070089828
"TrainingTimesLastYear",-0.053707109912453
"X.Intercept.",-1.58214992360072
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.756213983984392
"YearsAtCompany",-0.0549736487922228
"X.Intercept.",-1.94689820071184
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.791769772186992
"YearsSinceLastPromotion",0
"X.Intercept.",-1.50700894947856
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.759999330482928
"YearsWithCurrManager",-0.114814595828844
"X.Intercept.",-1.45810307945274
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.802425472983514
"EnvironmentSatisfaction",-0.184720334248157
"X.Intercept.",-1.55655936908643
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.803637949153661
"JobSatisfaction",-0.147272065539226
"X.Intercept.",-1.45495641130934
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.801853771139427
"WorkLifeBalance",-0.181925577360989
"X.Intercept.",-1.94689820071184
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.791769772186992
"JobInvolvement",0
"X.Intercept.",-1.94689820071184
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.791769772186992
"PerformanceRating",0
"X.Intercept.",-4.74267436232732
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.83040901403119
"Avg_Daily_Hours",0.351372799460941
"X.Intercept.",-4.58374121548657
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.828341760096069
"Avg_Weekly_Hours",0.0728660136171437
"X.Intercept.",-1.85182843890533
"X.Intercept..1",0
"MaritalStatusMarried",0
"MaritalStatusSingle",0.7911304661184
"Days_off",-0.00750537274698856
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"MonthlyIncome",0
"NumCompaniesWorked",0
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"MonthlyIncome",0
"PercentSalaryHike",0
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"MonthlyIncome",0
"StockOptionLevel",0
"X.Intercept.",-0.962989272917044
"X.Intercept..1",0
"MonthlyIncome",0
"TotalWorkingYears",-0.0680668079854379
"X.Intercept.",-1.51704968649235
"X.Intercept..1",0
"MonthlyIncome",0
"TrainingTimesLastYear",-0.0469974744273051
"X.Intercept.",-1.26575649356635
"X.Intercept..1",0
"MonthlyIncome",0
"YearsAtCompany",-0.0598605341607257
"X.Intercept.",-1.63682475717511
"X.Intercept..1",0
"MonthlyIncome",0
"YearsSinceLastPromotion",-0.0048353995281268
"X.Intercept.",-1.20045007113752
"X.Intercept..1",0
"MonthlyIncome",0
"YearsWithCurrManager",-0.120114009051711
"X.Intercept.",-1.17510930394282
"X.Intercept..1",0
"MonthlyIncome",0
"EnvironmentSatisfaction",-0.177082201415091
"X.Intercept.",-1.28508019693141
"X.Intercept..1",0
"MonthlyIncome",0
"JobSatisfaction",-0.135141009735171
"X.Intercept.",-1.20472087492395
"X.Intercept..1",0
"MonthlyIncome",0
"WorkLifeBalance",-0.162437036767202
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"MonthlyIncome",0
"JobInvolvement",0
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"MonthlyIncome",0
"PerformanceRating",0
"X.Intercept.",-4.33346845313501
"X.Intercept..1",0
"MonthlyIncome",0
"Avg_Daily_Hours",0.339485674540495
"X.Intercept.",-4.18257640104928
"X.Intercept..1",0
"MonthlyIncome",0
"Avg_Weekly_Hours",0.0704532633287917
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"MonthlyIncome",0
"Days_off",0
"X.Intercept.",-1.74209985044046
"X.Intercept..1",0
"NumCompaniesWorked",0
"PercentSalaryHike",0.00622185312820234
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"NumCompaniesWorked",0
"StockOptionLevel",0
"X.Intercept.",-1.04377593407232
"X.Intercept..1",0
"NumCompaniesWorked",0.0480037244096311
"TotalWorkingYears",-0.0730228720884173
"X.Intercept.",-1.51704968649235
"X.Intercept..1",0
"NumCompaniesWorked",0
"TrainingTimesLastYear",-0.0469974744273051
"X.Intercept.",-1.26575649356635
"X.Intercept..1",0
"NumCompaniesWorked",0
"YearsAtCompany",-0.0598605341607257
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"NumCompaniesWorked",0
"YearsSinceLastPromotion",0
"X.Intercept.",-1.20045007113752
"X.Intercept..1",0
"NumCompaniesWorked",0
"YearsWithCurrManager",-0.120114009051711
"X.Intercept.",-1.17707558477268
"X.Intercept..1",0
"NumCompaniesWorked",0.000748876424839295
"EnvironmentSatisfaction",-0.177105305245433
"X.Intercept.",-1.28508019693141
"X.Intercept..1",0
"NumCompaniesWorked",0
"JobSatisfaction",-0.135141009735171
"X.Intercept.",-1.20472087492395
"X.Intercept..1",0
"NumCompaniesWorked",0
"WorkLifeBalance",-0.162437036767202
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"NumCompaniesWorked",0
"JobInvolvement",0
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"NumCompaniesWorked",0
"PerformanceRating",0
"X.Intercept.",-4.34220630772291
"X.Intercept..1",0
"NumCompaniesWorked",0.00299509576557269
"Avg_Daily_Hours",0.33956617738847
"X.Intercept.",-4.19206973358773
"X.Intercept..1",0
"NumCompaniesWorked",0.00322994933012584
"Avg_Weekly_Hours",0.0704742518977417
"X.Intercept.",-1.54580512679582
"X.Intercept..1",0
"NumCompaniesWorked",0
"Days_off",-0.00804072716189722
"X.Intercept.",-1.74209985044046
"X.Intercept..1",0
"PercentSalaryHike",0.00622185312820234
"StockOptionLevel",0
"X.Intercept.",-0.996580438532649
"X.Intercept..1",0
"PercentSalaryHike",0.00217593308398043
"TotalWorkingYears",-0.0680187406657754
"X.Intercept.",-1.60267381510038
"X.Intercept..1",0
"PercentSalaryHike",0.00549495402172121
"TrainingTimesLastYear",-0.0462833878830937
"X.Intercept.",-1.32676137101312
"X.Intercept..1",0
"PercentSalaryHike",0.00397620045366431
"YearsAtCompany",-0.0597858201898875
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"PercentSalaryHike",0
"YearsSinceLastPromotion",0
"X.Intercept.",-1.24309967487967
"X.Intercept..1",0
"PercentSalaryHike",0.00278064064295198
"YearsWithCurrManager",-0.120032164663666
"X.Intercept.",-1.27154333829138
"X.Intercept..1",0
"PercentSalaryHike",0.00633817167629772
"EnvironmentSatisfaction",-0.17709758837712
"X.Intercept.",-1.40888595870098
"X.Intercept..1",0
"PercentSalaryHike",0.00839844213496055
"JobSatisfaction",-0.13664572111502
"X.Intercept.",-1.2808602458431
"X.Intercept..1",0
"PercentSalaryHike",0.00479940256261325
"WorkLifeBalance",-0.161304904329358
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"PercentSalaryHike",0
"JobInvolvement",0
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"PercentSalaryHike",0
"PerformanceRating",0
"X.Intercept.",-4.38406461411378
"X.Intercept..1",0
"PercentSalaryHike",0.00340194569661888
"Avg_Daily_Hours",0.339333766456237
"X.Intercept.",-4.23979909491869
"X.Intercept..1",0
"PercentSalaryHike",0.00383053547547589
"Avg_Weekly_Hours",0.0704227332226807
"X.Intercept.",-1.6424963021479
"X.Intercept..1",0
"PercentSalaryHike",0.00640751185731582
"Days_off",-0.00810744416488434
"X.Intercept.",-0.962989272917044
"X.Intercept..1",0
"StockOptionLevel",0
"TotalWorkingYears",-0.0680668079854379
"X.Intercept.",-1.51704968649235
"X.Intercept..1",0
"StockOptionLevel",0
"TrainingTimesLastYear",-0.0469974744273051
"X.Intercept.",-1.26575649356635
"X.Intercept..1",0
"StockOptionLevel",0
"YearsAtCompany",-0.0598605341607257
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"StockOptionLevel",0
"YearsSinceLastPromotion",0
"X.Intercept.",-1.20045007113752
"X.Intercept..1",0
"StockOptionLevel",0
"YearsWithCurrManager",-0.120114009051711
"X.Intercept.",-1.17510930394282
"X.Intercept..1",0
"StockOptionLevel",0
"EnvironmentSatisfaction",-0.177082201415091
"X.Intercept.",-1.28508019693141
"X.Intercept..1",0
"StockOptionLevel",0
"JobSatisfaction",-0.135141009735171
"X.Intercept.",-1.20472087492395
"X.Intercept..1",0
"StockOptionLevel",0
"WorkLifeBalance",-0.162437036767202
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"StockOptionLevel",0
"JobInvolvement",0
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"StockOptionLevel",0
"PerformanceRating",0
"X.Intercept.",-4.33346845313501
"X.Intercept..1",0
"StockOptionLevel",0
"Avg_Daily_Hours",0.339485674540495
"X.Intercept.",-4.18257640104928
"X.Intercept..1",0
"StockOptionLevel",0
"Avg_Weekly_Hours",0.0704532633287917
"X.Intercept.",-1.54580512679582
"X.Intercept..1",0
"StockOptionLevel",0
"Days_off",-0.00804072716189722
"X.Intercept.",-0.799521536438333
"X.Intercept..1",0
"TotalWorkingYears",-0.0683360541429328
"TrainingTimesLastYear",-0.0579212320037971
"X.Intercept.",-0.95108083817572
"X.Intercept..1",0
"TotalWorkingYears",-0.0632731509777476
"YearsAtCompany",-0.00940333554396566
"X.Intercept.",-0.964126688652492
"X.Intercept..1",0
"TotalWorkingYears",-0.0691836808806166
"YearsSinceLastPromotion",0.00613104286997087
"X.Intercept.",-0.871967305913012
"X.Intercept..1",0
"TotalWorkingYears",-0.0499543689408674
"YearsWithCurrManager",-0.073174727800176
"X.Intercept.",-0.449874692648314
"X.Intercept..1",0
"TotalWorkingYears",-0.0691141193868957
"EnvironmentSatisfaction",-0.188637942455588
"X.Intercept.",-0.550384685365745
"X.Intercept..1",0
"TotalWorkingYears",-0.0690067498394372
"JobSatisfaction",-0.15042783027596
"X.Intercept.",-0.499390558547874
"X.Intercept..1",0
"TotalWorkingYears",-0.0682190072120859
"WorkLifeBalance",-0.169502415877577
"X.Intercept.",-0.962989272917044
"X.Intercept..1",0
"TotalWorkingYears",-0.0680668079854379
"JobInvolvement",0
"X.Intercept.",-0.962989272917044
"X.Intercept..1",0
"TotalWorkingYears",-0.0680668079854379
"PerformanceRating",0
"X.Intercept.",-3.68304323442488
"X.Intercept..1",0
"TotalWorkingYears",-0.0689031831704936
"Avg_Daily_Hours",0.344868718395878
"X.Intercept.",-3.52486941512095
"X.Intercept..1",0
"TotalWorkingYears",-0.0686594502764758
"Avg_Weekly_Hours",0.0713712718782222
"X.Intercept.",-0.875294248556276
"X.Intercept..1",0
"TotalWorkingYears",-0.0679662248171279
"Days_off",-0.00701619788157286
"X.Intercept.",-1.12642715033325
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0499835015651878
"YearsAtCompany",-0.0599729375466735
"X.Intercept.",-1.50765898589285
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0468119746233152
"YearsSinceLastPromotion",-0.00453255327943329
"X.Intercept.",-1.05938758006702
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0507315928908842
"YearsWithCurrManager",-0.120191579869731
"X.Intercept.",-1.0602201442781
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0428224925618077
"EnvironmentSatisfaction",-0.17562047562655
"X.Intercept.",-1.1479385497769
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0486161767521866
"JobSatisfaction",-0.136003650415476
"X.Intercept.",-1.07499780040538
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0468394878757449
"WorkLifeBalance",-0.162369851140637
"X.Intercept.",-1.51704968649235
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0469974744273051
"JobInvolvement",0
"X.Intercept.",-1.51704968649235
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0469974744273051
"PerformanceRating",0
"X.Intercept.",-4.20329672855178
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0478709400678307
"Avg_Daily_Hours",0.339803520494946
"X.Intercept.",-4.0518585391544
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0480699258300787
"Avg_Weekly_Hours",0.0705235920480887
"X.Intercept.",-1.41390488527708
"X.Intercept..1",0
"TrainingTimesLastYear",-0.0471961960609125
"Days_off",-0.00812033699786211
"X.Intercept.",-1.26394116258234
"X.Intercept..1",0
"YearsAtCompany",-0.0637727045412509
"YearsSinceLastPromotion",0.0115008510740695
"X.Intercept.",-1.19847790205409
"X.Intercept..1",0
"YearsAtCompany",-0.00122618808642538
"YearsWithCurrManager",-0.118539481370964
"X.Intercept.",-0.782627110057451
"X.Intercept..1",0
"YearsAtCompany",-0.0600611001885059
"EnvironmentSatisfaction",-0.180516777371578
"X.Intercept.",-0.896409111322353
"X.Intercept..1",0
"YearsAtCompany",-0.0599978182721823
"JobSatisfaction",-0.137395493475111
"X.Intercept.",-0.837206544291921
"X.Intercept..1",0
"YearsAtCompany",-0.0596918988490955
"WorkLifeBalance",-0.15764888658045
"X.Intercept.",-1.26575649356635
"X.Intercept..1",0
"YearsAtCompany",-0.0598605341607257
"JobInvolvement",0
"X.Intercept.",-1.26575649356635
"X.Intercept..1",0
"YearsAtCompany",-0.0598605341607257
"PerformanceRating",0
"X.Intercept.",-3.94653305366914
"X.Intercept..1",0
"YearsAtCompany",-0.0582258640328423
"Avg_Daily_Hours",0.337562519153907
"X.Intercept.",-3.79570741079821
"X.Intercept..1",0
"YearsAtCompany",-0.0581992722316126
"Avg_Weekly_Hours",0.0700284853515758
"X.Intercept.",-1.16961358144735
"X.Intercept..1",0
"YearsAtCompany",-0.0597798818729251
"Days_off",-0.00764825800466125
"X.Intercept.",-1.20490313117127
"X.Intercept..1",0
"YearsSinceLastPromotion",0.0147874217995917
"YearsWithCurrManager",-0.126906662326785
"X.Intercept.",-1.16480751881704
"X.Intercept..1",0
"YearsSinceLastPromotion",-0.00475826562027855
"EnvironmentSatisfaction",-0.177044537221619
"X.Intercept.",-1.27187283513329
"X.Intercept..1",0
"YearsSinceLastPromotion",-0.00567743777289753
"JobSatisfaction",-0.135439533806641
"X.Intercept.",-1.19780382465225
"X.Intercept..1",0
"YearsSinceLastPromotion",-0.00378787260626014
"WorkLifeBalance",-0.161937058715326
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"YearsSinceLastPromotion",0
"JobInvolvement",0
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"YearsSinceLastPromotion",0
"PerformanceRating",0
"X.Intercept.",-4.3271308028523
"X.Intercept..1",0
"YearsSinceLastPromotion",-0.00258301900133311
"Avg_Daily_Hours",0.339398243986864
"X.Intercept.",-4.17612258615034
"X.Intercept..1",0
"YearsSinceLastPromotion",-0.00263865942687184
"Avg_Weekly_Hours",0.070434228952772
"X.Intercept.",-1.53526442360271
"X.Intercept..1",0
"YearsSinceLastPromotion",-0.00483048931672102
"Days_off",-0.00803950524199202
"X.Intercept.",-0.718970470015793
"X.Intercept..1",0
"YearsWithCurrManager",-0.120241716404588
"EnvironmentSatisfaction",-0.180200384080452
"X.Intercept.",-0.791175721841151
"X.Intercept..1",0
"YearsWithCurrManager",-0.121950542870071
"JobSatisfaction",-0.150056127582079
"X.Intercept.",-0.747342274074646
"X.Intercept..1",0
"YearsWithCurrManager",-0.120503776749014
"WorkLifeBalance",-0.165752639820172
"X.Intercept.",-1.20045007113752
"X.Intercept..1",0
"YearsWithCurrManager",-0.120114009051711
"JobInvolvement",0
"X.Intercept.",-1.20045007113752
"X.Intercept..1",0
"YearsWithCurrManager",-0.120114009051711
"PerformanceRating",0
"X.Intercept.",-3.87480296673436
"X.Intercept..1",0
"YearsWithCurrManager",-0.119071316741248
"Avg_Daily_Hours",0.337445724666835
"X.Intercept.",-3.72464231768429
"X.Intercept..1",0
"YearsWithCurrManager",-0.119081722333632
"Avg_Weekly_Hours",0.0700269562023347
"X.Intercept.",-1.09968340730578
"X.Intercept..1",0
"YearsWithCurrManager",-0.120098225744426
"Days_off",-0.00798046551628099
"X.Intercept.",-0.80419609555552
"X.Intercept..1",0
"EnvironmentSatisfaction",-0.178440224844928
"JobSatisfaction",-0.137009848097849
"X.Intercept.",-0.749550517740643
"X.Intercept..1",0
"EnvironmentSatisfaction",-0.175228433917788
"WorkLifeBalance",-0.157959907851676
"X.Intercept.",-1.17510930394282
"X.Intercept..1",0
"EnvironmentSatisfaction",-0.177082201415091
"JobInvolvement",0
"X.Intercept.",-1.18847737687088
"X.Intercept..1",0
"EnvironmentSatisfaction",-0.177105285665487
"PerformanceRating",0.00425948114091331
"X.Intercept.",-3.87717513300756
"X.Intercept..1",0
"EnvironmentSatisfaction",-0.209941792076401
"Avg_Daily_Hours",0.352488975398762
"X.Intercept.",-3.72241033923693
"X.Intercept..1",0
"EnvironmentSatisfaction",-0.209691712765546
"Avg_Weekly_Hours",0.073188993562676
"X.Intercept.",-1.05602821108175
"X.Intercept..1",0
"EnvironmentSatisfaction",-0.178443048467675
"Days_off",-0.00913791586316094
"X.Intercept.",-0.84118063161453
"X.Intercept..1",0
"JobSatisfaction",-0.135253972947746
"WorkLifeBalance",-0.162771252889185
"X.Intercept.",-1.28508019693141
"X.Intercept..1",0
"JobSatisfaction",-0.135141009735171
"JobInvolvement",0
"X.Intercept.",-1.33853897089106
"X.Intercept..1",0
"JobSatisfaction",-0.135438423498114
"PerformanceRating",0.0172083524719759
"X.Intercept.",-3.96561962368257
"X.Intercept..1",0
"JobSatisfaction",-0.146174858010773
"Avg_Daily_Hours",0.342533582600054
"X.Intercept.",-3.81466433283124
"X.Intercept..1",0
"JobSatisfaction",-0.146510419827466
"Avg_Weekly_Hours",0.0711456206394209
"X.Intercept.",-1.17973423925923
"X.Intercept..1",0
"JobSatisfaction",-0.135411618042082
"Days_off",-0.00828002624694999
"X.Intercept.",-1.20472087492395
"X.Intercept..1",0
"WorkLifeBalance",-0.162437036767202
"JobInvolvement",0
"X.Intercept.",-1.20472087492395
"X.Intercept..1",0
"WorkLifeBalance",-0.162437036767202
"PerformanceRating",0
"X.Intercept.",-3.92734819655521
"X.Intercept..1",0
"WorkLifeBalance",-0.140124459458875
"Avg_Daily_Hours",0.336463713601047
"X.Intercept.",-3.77311180702498
"X.Intercept..1",0
"WorkLifeBalance",-0.142116780063521
"Avg_Weekly_Hours",0.0698464229236902
"X.Intercept.",-1.0980593877212
"X.Intercept..1",0
"WorkLifeBalance",-0.163154440147346
"Days_off",-0.00828765649497728
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"JobInvolvement",0
"PerformanceRating",0
"X.Intercept.",-4.33346845313501
"X.Intercept..1",0
"JobInvolvement",0
